--- scanner 0 ---
449,685,-453
703,-488,765
719,559,774
-756,-586,627
-409,-444,-650
660,-518,-668
582,442,799
747,-526,-606
315,607,-512
-694,461,-568

--- scanner 17 ---
-515,-462,857
790,-685,519
-354,578,-320
763,-735,-688
393,408,537
530,464,475
764,-587,589
-826,-825,-379
14,84,113
119,-22,1
391,369,-721
-686,-795,-430
708,-747,-794
-804,791,860
-536,566,-348
-597,741,884
-544,-548,793
-505,-452,740
-805,-706,-362
917,-681,637
519,349,490
427,548,-773
715,-700,-630
-638,739,815
-338,626,-388
497,415,-704

--- scanner 18 ---
535,-556,-635
775,624,-831
-636,-911,432
-699,504,767
330,-620,548
-638,-771,580
-660,-416,-820
-708,476,515
-56,-43,3
780,625,-670
451,-632,-736
-665,-664,436
614,665,660
-576,-573,-797
287,-534,497
-634,484,689
-479,325,-441
719,647,-674
492,693,594
-170,45,131
358,-512,455
-627,-398,-835
551,636,763
-572,334,-423
-403,363,-441
486,-599,-560

--- scanner 19 ---
-530,724,-458
-536,382,731
695,276,943
686,-872,419
296,-611,-759
-419,392,721
-121,3,25
474,562,-439
-416,-861,432
457,-610,-764
-483,478,692
620,289,771
-583,-438,-535
453,-588,-703
634,274,801
57,-138,154
-392,-811,639
-461,-809,598
-569,673,-578
515,502,-606
-645,-387,-436
704,-901,588
500,625,-570
686,-910,495
-583,746,-513
-636,-413,-536

--- scanner 20 ---
-639,-437,561
-616,-385,619
-752,797,-468
-382,-845,-641
-590,493,529
849,672,763
889,758,-497
908,717,-469
-547,-391,632
416,-476,634
-610,387,699
73,45,37
-476,-830,-543
387,-347,649
833,453,802
849,584,-507
900,588,814
635,-597,-452
442,-387,630
-672,795,-359
-528,434,601
755,-571,-361
-425,-700,-531
-709,827,-340
730,-508,-471

--- scanner 21 ---
597,566,-444
-555,-442,330
611,596,-459
-411,643,589
-581,-562,421
-371,-755,-661
-492,-467,440
97,23,-142
527,779,731
-331,-810,-680
76,163,1
-645,724,-648
545,872,740
-663,652,561
600,-348,476
545,948,702
688,-348,-794
-585,717,581
469,-364,-833
-531,628,-575
604,-297,-845
536,424,-446
-567,639,-628
774,-308,466
-460,-781,-665
733,-289,438

--- scanner 22 ---
685,365,-686
-525,-603,382
596,395,-727
-564,-723,433
-531,586,724
520,-751,604
383,-547,-346
-658,580,-678
625,626,817
-556,-512,-908
700,798,830
-478,547,628
-578,-658,360
-83,-86,-24
505,-715,481
-401,-548,-801
18,41,-100
-592,552,-864
-414,576,714
639,656,832
469,-731,-332
364,-800,-334
-549,594,-802
479,-584,544
-521,-474,-842
584,296,-593

--- scanner 23 ---
773,789,374
715,-317,-357
-441,586,-402
-553,-452,574
-556,-579,597
739,-263,-352
-473,620,-292
822,825,516
437,659,-786
39,130,34
502,763,-724
-804,-597,-372
-522,373,577
-550,503,702
759,-698,748
388,787,-805
722,-264,-384
820,919,398
153,-18,117
-493,422,-353
-806,-357,-339
-812,-382,-410
-521,-421,680
618,-695,856
-556,472,534
635,-664,770

--- scanner 24 ---
668,-697,471
-743,805,518
-640,783,504
362,-783,-510
-72,-14,21
826,465,271
-545,-591,754
-653,-531,-578
-710,-680,726
-643,-638,822
808,498,286
592,-613,370
-574,-643,-484
625,-648,546
-842,233,-656
772,314,-917
384,-800,-678
849,382,-881
-862,384,-702
651,414,309
55,-151,-57
-713,742,390
451,-816,-467
849,297,-899
-819,368,-743
-564,-541,-471

--- scanner 25 ---
-706,-813,685
98,0,61
-475,-742,-701
-814,-959,693
735,-469,-555
-802,-837,701
607,-658,701
-800,430,-718
-571,419,715
-606,-805,-675
459,730,-489
552,721,-471
679,551,719
-512,362,546
688,579,467
-795,431,-879
383,692,-489
-642,-682,-660
692,-638,623
765,-454,-541
703,-585,587
614,571,641
-739,408,-722
907,-456,-480
161,-133,-93
-634,390,612

--- scanner 26 ---
-659,-489,657
-732,-491,614
-823,652,-554
-574,431,745
750,892,572
-705,676,-456
-110,0,-129
-615,-521,-705
462,708,-601
427,756,-543
-420,427,752
277,-435,468
416,-441,370
337,-833,-852
-890,-539,649
681,851,516
367,-693,-801
544,876,633
411,-376,390
-675,-541,-827
-690,-476,-722
-514,484,775
456,-812,-869
415,701,-437
-793,738,-413
-7,141,-31

--- scanner 27 ---
572,353,841
-339,-700,406
12,57,81
907,705,-751
644,325,809
-794,-701,-378
593,-488,-622
-447,735,-487
-524,785,476
414,-403,408
-322,754,-393
-463,751,-363
72,-91,-45
676,311,789
452,-550,334
-232,-736,561
780,839,-721
-662,722,489
509,-439,-648
-806,-448,-359
749,747,-694
454,-453,349
-734,792,474
-298,-774,526
-808,-517,-464
446,-477,-709

--- scanner 28 ---
-491,-629,-453
-583,-640,672
-489,-551,-496
-783,756,-453
852,-485,-746
646,679,642
742,626,681
745,-567,-777
378,579,-563
369,-493,360
-890,601,-417
-824,636,-379
451,593,-628
-784,608,689
-658,-623,717
80,-140,-1
-643,-518,652
-660,499,675
-7,-5,137
732,743,671
400,632,-508
-846,565,647
751,-486,-849
399,-544,500
488,-476,381
-563,-649,-521

--- scanner 29 ---
-630,722,-554
-97,-7,20
693,686,710
803,652,678
-815,-593,-528
742,850,658
381,-411,579
-537,644,689
-423,753,685
778,-506,-680
-527,713,-484
-410,-316,562
-486,-347,501
347,-364,414
676,-480,-712
-467,671,850
-714,683,-420
-445,-348,605
-695,-645,-591
652,632,-439
-870,-681,-520
647,-536,-660
710,521,-439
720,561,-493
340,-337,615

--- scanner 30 ---
-629,628,-636
124,-147,157
850,-817,756
-27,-79,-34
-679,-520,-392
-287,-441,830
-685,-381,-490
594,491,674
-427,-471,779
-581,786,-671
484,580,-741
-744,-515,-412
387,-717,-432
536,504,-781
569,417,772
-644,586,700
395,-825,-510
-599,511,683
819,-924,838
530,550,-771
922,-823,837
-631,555,-679
-579,571,805
526,419,694
412,-750,-453
-308,-560,847

--- scanner 31 ---
654,704,-644
-939,552,-557
284,-417,580
477,-370,-775
-515,-482,-510
553,812,632
-808,572,-587
-881,739,510
-99,60,-31
-568,-339,-449
386,-393,522
366,748,662
447,-393,-880
-813,793,581
371,-463,733
469,678,671
-837,520,-531
534,641,-696
-813,-550,817
-773,-417,727
-771,-428,683
709,712,-732
438,-303,-910
-871,793,470
-520,-456,-357

--- scanner 32 ---
573,-915,546
-489,-355,592
-598,414,-575
537,-773,497
530,-664,-742
-565,705,734
513,304,852
572,757,-394
158,24,149
-673,-777,-442
-604,756,614
-718,-829,-276
-651,510,-536
-742,-779,-483
96,-91,-28
-498,-381,692
443,-891,499
490,-604,-544
521,787,-254
-551,778,669
514,405,955
462,-616,-726
504,668,-275
-715,424,-565
595,411,883
-551,-406,691

--- scanner 33 ---
-640,600,-495
725,-844,644
691,-904,-428
-634,-912,440
-617,542,-443
128,-7,27
-826,-468,-849
2,-123,-33
-779,-454,-655
773,-848,-474
415,527,-534
-591,632,435
624,-825,690
832,359,395
848,398,614
-829,-418,-712
630,-846,839
441,531,-445
386,512,-405
-548,529,-449
735,-945,-603
899,347,530
-529,560,376
-685,-841,398
-730,-860,525
-611,462,329

--- scanner 34 ---
-760,-822,-576
533,-563,-395
-901,-792,-662
436,478,-707
774,701,598
710,615,627
596,-877,622
616,-551,-415
-771,428,-680
-445,457,888
-858,-704,-600
657,711,588
-85,-24,28
554,482,-834
-462,338,909
506,576,-681
639,-815,580
-609,-614,597
530,-691,594
-513,368,769
-592,-689,552
521,-581,-371
-487,-674,617
-713,463,-632
-877,416,-625

--- scanner 35 ---
898,-575,633
876,-630,580
-261,-552,686
811,770,875
-723,582,480
-8,-34,145
-704,431,-619
-235,-652,695
-459,-329,-246
-458,-324,-407
769,706,-601
-286,-553,633
-436,-385,-403
839,779,-566
162,109,80
-760,675,612
-793,443,-712
-771,324,-699
714,-649,-424
779,629,-531
826,766,873
654,-482,-465
-732,718,418
777,-518,-450
825,-510,619
852,583,894

--- scanner 36 ---
-379,-490,-640
-406,-497,-841
711,273,-570
-84,-168,35
-816,457,696
-803,467,594
443,-440,284
-609,-491,437
602,387,-566
437,565,329
-709,546,706
610,-953,-577
527,513,278
629,317,-405
-820,-558,421
808,-892,-597
467,-521,398
-453,-531,-676
-358,260,-693
583,633,322
644,-843,-545
571,-459,333
36,-94,-126
-390,295,-650
-389,336,-754
-777,-469,454

--- scanner 37 ---
-593,283,-862
694,490,-417
-688,611,438
-540,-467,-841
-16,22,74
689,-709,613
699,559,889
554,-446,-443
-741,-474,-814
796,480,-404
640,-752,538
-625,628,598
-713,-543,329
-592,-561,376
151,-117,-27
537,-468,-611
521,-535,-400
746,461,821
-653,-708,352
-550,318,-830
-654,359,-831
-576,-508,-767
724,-676,437
-498,591,466
806,569,-511
657,626,793
